"HomeOff","Age","NoKids","Introv","Satisf","Prod"
1,25,0,0.112,5,37.932
0,43,1,0.174,5,33.549
0,45,1,0.486,6,41.85
1,26,0,0.7,4,27.591
1,46,1,0.307,6,44.096
1,41,0,0.317,5,28.495
1,29,0,0.257,5,27.086
0,60,2,0.36,4,38.973
1,61,0,0.717,6,28.742
0,34,1,0.455,3,31.59
0,49,2,0.568,5,62.051
0,33,2,0.397,4,34.593
0,42,0,0.695,6,37.842
0,36,0,0.507,4,30.482
0,55,1,0.525,5,33.23
0,27,0,0.225,3,11.892
0,31,1,0.399,4,33.57
1,59,0,0.511,5,20.589
0,61,2,0.545,7,40.429
0,34,1,0.496,2,24.511
1,63,0,0.442,8,29.8
1,44,0,0.467,7,24.242
1,50,1,0.232,6,34.579
0,60,3,0.6,5,50.473
1,38,1,0.317,6,30.483
1,29,0,0.583,5,45.318
0,48,1,0.377,5,43.451
1,56,0,0.815,7,35.985
1,31,0,0.276,5,36.367
1,27,0,0.231,5,39.564
1,60,0,0.236,7,28.623
1,57,0,0.563,6,30.618
0,57,2,0.325,6,47.428
0,25,0,0.635,3,16.239
1,60,1,0.556,6,39.939
1,29,0,0.29,5,23.609
0,32,0,0.759,4,32.163
1,57,0,0.244,7,34.511
1,32,1,0.657,7,45.896
0,48,1,0.431,6,33.203
1,43,1,0.446,6,39.763
1,55,1,0.502,7,36.69
0,35,0,0.349,3,14.781
0,59,1,0.283,5,31.75
0,39,2,0.198,5,47.297
0,36,1,0.407,4,22.045
0,32,2,0.24,4,45.146
0,41,1,0.508,3,25.486
0,35,2,0.147,4,39.153
1,32,0,0.291,5,28.028
0,33,1,0.223,5,24.981
0,33,4,0.33,3,64.679
0,61,1,0.663,6,36.734
0,62,1,0.34,6,26.964
0,61,2,0.163,6,53.848
0,57,2,0.275,6,47.378
1,49,0,0.608,7,37.068
0,52,2,0.303,5,53.723
1,49,1,0.133,6,43.296
0,55,1,0.445,5,39.597
1,27,0,0.147,7,46.623
0,38,2,0.34,5,49.743
1,26,0,0.291,6,44.86
0,56,0,0.21,5,15.37
0,28,0,0.319,3,16.025
0,55,1,0.374,7,39.797
1,60,1,0.42,6,32.473
0,36,0,0.682,4,15.983
0,42,2,0.252,5,39.82
1,51,2,0.372,7,56.992
1,39,1,0.571,5,37.689
1,56,1,0.339,6,39.09
0,34,5,0.294,4,62.407
0,62,3,0.337,7,63.859
0,43,2,0.211,5,41.097
1,48,0,0.586,6,37.016
0,30,0,0.569,4,22.715
1,52,0,0.485,7,29.253
0,53,1,0.214,7,31.807
0,49,2,0.335,5,37.824
1,56,1,0.377,7,42.583
0,49,3,0.461,6,66.673
0,32,0,0.397,3,22.894
0,29,0,0.225,5,21.11
1,55,1,0.299,7,38.593
1,56,0,0.302,6,19.467
1,37,1,0.283,6,54.875
0,51,4,0.508,4,47.616
0,35,3,0.281,5,40.709
1,46,0,0.358,7,30.221
0,57,2,0.642,6,52.743
0,62,1,0.506,7,26.849
0,46,2,0.219,5,41.395
0,57,0,0.167,5,26.511
0,64,3,0.199,6,48.063
0,56,1,0.29,6,25.626
1,39,0,0.191,5,21.105
1,30,0,0.234,6,40.49
1,33,0,0.541,6,37.242
1,46,0,0.218,7,31.65
0,30,0,0.339,5,31.382
0,64,1,0.44,7,52.287
0,26,0,0.298,4,40.153
0,31,3,0.333,3,43.305
1,57,1,0.298,6,34.846
0,30,0,0.245,4,28.676
0,35,1,0.203,4,29.114
1,29,0,0.205,6,28.858
0,31,0,0.221,4,22.682
0,31,1,0.828,4,35.832
1,43,0,0.561,7,40.674
0,36,1,0.282,5,42.547
0,27,0,0.598,3,20.726
0,63,0,0.357,6,15.054
0,50,2,0.188,6,44.995
0,29,0,0.175,3,9.14
0,45,1,0.233,3,23.543
1,54,0,0.748,7,38.488
0,32,1,0.228,4,26.668
0,56,1,0.427,5,32.095
1,30,0,0.247,5,28.194
0,41,2,0.197,5,44.582
1,27,0,0.431,6,32.66
0,44,0,0.331,4,18.497
1,29,0,0.227,5,41.3
0,51,1,0.274,5,34.365
0,56,2,0.206,7,55.017
0,57,1,0.28,5,23.141
1,44,2,0.504,7,51.447
0,53,1,0.198,6,29.657
0,40,1,0.697,4,33.758
0,27,0,0.538,3,15.217
0,55,1,0.144,5,35.785
0,33,1,0.583,5,33.153
1,41,1,0.149,6,44.775
0,47,1,0.449,7,40.409
0,27,0,0.518,4,38.61
1,44,0,0.752,7,34.635
0,35,1,0.488,4,30.406
1,30,0,0.34,5,37.389
0,51,1,0.204,6,23.351
1,34,0,0.288,7,36.367
1,63,1,0.349,8,43.125
1,52,1,0.16,9,61.276
0,25,0,0.388,3,19.17
0,48,1,0.541,5,28.042
0,45,0,0.626,4,20.687
1,50,0,0.465,6,26.882
0,39,0,0.43,4,29.281
0,29,0,0.31,3,28.726
0,38,2,0.21,5,55.049
0,37,0,0.373,5,23.097
0,29,0,0.278,5,26.2
0,27,0,0.434,2,13.099
1,59,0,0.64,7,20.151
0,61,1,0.437,6,35.972
1,30,0,0.594,5,16.762
0,39,1,0.423,6,40.518
1,62,0,0.461,8,34.768
0,47,1,0.603,5,31.506
1,39,0,0.391,6,36.139
0,36,0,0.59,4,23.621
0,61,2,0.493,6,35.952
1,61,0,0.526,7,30.506
1,52,0,0.388,6,33.03
0,30,0,0.277,3,12.771
0,52,1,0.572,6,38.533
0,43,0,0.226,5,20.647
0,35,2,0.59,5,47.02
0,34,2,0.295,3,38.221
1,39,0,0.195,6,26.138
1,35,0,0.346,5,31.73
0,31,1,0.414,3,32.657
0,31,3,0.428,4,49.957
0,54,2,0.436,5,44.236
0,47,0,0.418,4,20.326
1,47,0,0.538,7,41.379
0,49,2,0.306,5,42.872
0,33,3,0.254,4,46.387
1,29,0,0.628,5,31.61
1,50,1,0.733,8,54.589
1,43,0,0.505,6,33.191
1,27,0,0.448,4,22.126
1,63,1,0.248,9,50.998
1,56,0,0.43,6,26.795
0,45,0,0.322,3,11.662
0,38,0,0.199,4,23.283
0,56,2,0.422,5,48.77
0,56,1,0.297,5,22.282
0,55,0,0.276,7,26.644
1,27,0,0.433,5,44.415
1,35,0,0.13,6,33.285
1,47,1,0.529,6,38.709
0,42,0,0.205,4,18.985
1,49,0,0.554,5,23.596
1,38,0,0.192,6,27.087
0,40,0,0.464,3,31.639
0,58,1,0.698,5,30.571
0,26,0,0.632,4,29.016
0,52,2,0.168,6,55.987
1,64,1,0.577,6,36.435
0,45,3,0.315,5,64.661
0,40,1,0.293,3,35.04
0,62,1,0.333,7,51.941
0,32,0,0.353,5,23.678
0,56,1,0.214,6,33.206
0,34,0,0.391,3,9.457
0,62,1,0.163,8,46.757
1,27,0,0.228,4,19.227
1,43,1,0.737,4,25.882
1,55,0,0.47,6,22.336
0,38,1,0.225,5,40.49
0,42,1,0.3,4,22.717
0,33,0,0.71,4,18.43
1,52,1,0.376,6,34.025
0,29,0,0.689,3,29.644
0,59,2,0.379,7,46.869
1,41,0,0.665,6,25.611
0,52,1,0.268,5,41.998
0,33,1,0.314,4,29.024
1,43,1,0.418,4,31.816
0,55,3,0.334,6,56.884
0,54,1,0.29,6,32.212
1,37,0,0.666,5,23.763
0,31,1,0.345,4,27.286
1,56,1,0.304,8,56.465
0,33,1,0.332,4,38.411
0,57,1,0.177,7,43.334
0,30,0,0.525,4,17.322
1,49,0,0.274,7,31.704
0,63,0,0.406,7,24.426
0,33,1,0.534,4,21.562
1,29,0,0.259,5,24.079
0,45,3,0.279,6,58.027
0,47,3,0.218,3,52.626
1,35,1,0.259,5,43.095
1,53,0,0.231,9,31.33
0,56,2,0.418,6,41.393
0,62,1,0.165,6,30.215
1,64,0,0.58,10,38.087
0,45,1,0.244,4,30.025
1,35,0,0.458,6,28.618
0,39,1,0.391,4,29.67
1,50,0,0.266,8,41.499
0,55,3,0.456,4,56.568
0,27,0,0.397,3,19.345
0,29,0,0.67,4,20.824
1,26,0,0.358,5,30.388
0,62,2,0.292,6,43.529
1,37,1,0.477,6,32.123
0,28,0,0.125,4,17.449
1,41,0,0.724,6,38.244
1,44,1,0.373,5,33.309
1,46,0,0.43,6,27.503
1,28,0,0.437,5,21.316
0,41,1,0.215,4,28.95
0,33,1,0.528,4,31.794
0,50,2,0.167,5,44.007
1,51,0,0.431,7,30.028
0,58,3,0.334,7,61.828
0,56,0,0.341,5,26.63
0,26,0,0.566,4,20.035
0,35,1,0.446,5,27.449
1,40,0,0.633,7,37.952
1,49,1,0.757,7,47.104
1,40,0,0.536,5,33.719
1,53,0,0.651,5,29.676
0,29,0,0.414,3,24.336
0,58,1,0.326,6,28.69
0,57,1,0.629,5,36.997
0,63,2,0.335,6,49.437
1,54,0,0.672,7,42.284
0,42,1,0.632,5,39.754
1,55,0,0.45,6,29.852
0,38,1,0.401,5,39.274
0,34,0,0.358,3,15.395
1,48,0,0.216,8,44.394
1,63,0,0.487,7,31.238
0,53,3,0.163,5,50.95
0,43,3,0.405,6,63.506
0,30,0,0.421,5,28.21
0,48,2,0.143,5,41.83
1,26,0,0.225,5,28.043
0,30,0,0.392,3,30.203
0,56,2,0.343,7,44.711
1,56,1,0.474,7,46.763
0,42,1,0.134,3,29.718
0,26,0,0.696,5,27.729
1,27,0,0.209,5,30.983
1,47,0,0.183,7,44.056
0,50,3,0.274,5,50.138
1,63,0,0.533,8,32.335
0,41,0,0.278,5,33.302
1,53,0,0.557,8,38.975
1,32,1,0.52,4,33.676
0,58,1,0.346,4,29.853
0,63,1,0.193,5,15.829
0,40,2,0.26,4,41.71
1,27,0,0.408,4,35.366
1,58,0,0.352,6,25.684
1,52,0,0.382,5,20.563
1,51,0,0.489,6,30.877
0,34,2,0.368,4,38.849
0,63,0,0.272,6,17.854
1,55,0,0.13,7,25.348
1,48,0,0.138,7,29.685
0,47,1,0.559,4,25.483
1,60,0,0.277,8,33.139
0,35,1,0.302,5,33.846
0,50,2,0.198,5,42.455
1,60,1,0.315,7,33.054
0,57,1,0.279,6,42.261
0,50,1,0.412,5,31.115
1,62,0,0.519,9,33.604
0,38,1,0.621,4,32.847
0,36,1,0.185,4,22.182
1,25,0,0.213,5,32.399
1,62,2,0.289,7,45.177
1,30,0,0.269,6,29.57
0,59,1,0.357,6,36.731
0,62,2,0.646,4,31.544
1,39,0,0.266,5,39.551
0,31,1,0.165,4,39.237
0,34,1,0.563,4,37.535
1,36,0,0.358,5,22.839
0,58,1,0.537,6,37.775
0,41,1,0.444,4,33.814
0,62,1,0.129,6,41.985
1,59,0,0.314,7,20.673
0,35,1,0.272,6,39.671
0,54,0,0.202,5,25.059
0,35,1,0.404,2,18.741
0,62,2,0.404,6,35.514
1,29,0,0.661,5,31.826
0,26,0,0.389,4,19.087
1,63,0,0.514,7,37.763
0,61,0,0.202,5,34.146
1,55,0,0.431,8,42.714
0,48,3,0.36,6,64.613
0,43,1,0.228,5,29.302
1,58,1,0.562,8,50.249
1,45,1,0.644,5,30.714
1,42,0,0.455,7,30.372
1,60,0,0.832,8,29.641
0,53,2,0.178,5,31.613
1,30,0,0.292,4,16.643
0,28,0,0.268,5,32.466
0,49,2,0.332,6,42.979
0,43,0,0.7,5,24.576
0,62,3,0.321,6,57.624
0,41,2,0.217,4,38.433
1,47,1,0.501,5,30.399
1,52,1,0.27,7,42.4
0,55,0,0.567,6,18.369
1,44,0,0.231,6,36.352
0,41,3,0.178,3,48.689
0,64,2,0.313,7,44.571
1,50,0,0.571,6,37.411
0,51,1,0.316,5,36.434
0,39,3,0.299,3,41.528
0,30,0,0.401,5,32.037
0,48,4,0.207,6,71.433
0,38,1,0.4,5,38.863
0,49,0,0.286,6,34.325
0,52,1,0.307,6,16.515
0,45,0,0.65,5,20.985
0,48,1,0.323,4,25.238
0,59,2,0.264,5,36.65
0,55,0,0.399,6,42.154
1,61,1,0.399,6,37.13
0,33,2,0.469,4,38.894
0,45,2,0.442,5,51.094
1,30,0,0.384,6,25.868
0,59,0,0.701,5,20.589
1,29,0,0.286,6,38.34
1,51,1,0.615,7,35.449
0,39,5,0.162,4,77.797
1,33,0,0.566,5,41.224
1,62,0,0.17,7,34.629
0,35,3,0.122,4,45.327
1,36,0,0.735,5,45.877
1,27,0,0.564,4,18.902
1,28,0,0.352,5,27.103
1,28,0,0.839,5,24.615
0,48,1,0.228,5,28.148
0,58,3,0.352,5,43.973
0,55,0,0.238,5,19.795
0,39,0,0.583,4,29.742
0,49,0,0.449,6,35.011
0,64,2,0.342,7,54.792
0,34,2,0.239,3,35.043
0,63,1,0.451,6,32.607
0,64,1,0.126,7,42.489
1,29,0,0.3,5,27.43
1,49,1,0.263,7,49.927
1,59,0,0.649,6,33.16
0,61,2,0.301,6,50.357
0,41,2,0.526,4,38.012
1,27,0,0.445,5,36.095
1,27,0,0.355,4,29.413
0,32,1,0.327,3,28.143
0,61,3,0.407,7,57.862
1,36,0,0.524,6,25.207
0,49,2,0.23,5,44.327
1,26,0,0.536,4,22.295
0,44,1,0.408,6,41.429
1,64,2,0.409,8,55.548
1,55,2,0.472,9,67.744
0,61,0,0.637,5,16.166
0,46,2,0.247,3,34.09
0,48,0,0.47,5,28.371
0,30,0,0.383,5,21.643
0,39,4,0.358,6,71.742
0,59,2,0.265,7,47.809
1,62,1,0.639,7,59.489
0,39,2,0.472,5,53.715
1,56,0,0.636,8,36.007
1,35,0,0.545,5,33.067
1,33,0,0.237,5,19.433
1,25,0,0.379,6,36.6
1,30,0,0.465,6,26.841
0,37,1,0.275,4,35.702
1,37,1,0.853,4,33.206
0,32,6,0.349,3,72.305
1,49,0,0.79,7,42.559
1,59,0,0.58,6,32.22
0,45,3,0.244,5,51.143
0,34,2,0.396,4,37.066
0,63,1,0.245,6,37.941
0,27,0,0.247,3,16.074
1,35,0,0.503,5,21.042
1,56,0,0.308,9,46.744
0,47,1,0.26,5,32.521
0,38,0,0.632,4,28.518
0,58,0,0.479,6,28.623
1,49,1,0.283,6,28.94
0,63,0,0.229,6,25.488
0,37,2,0.447,6,59.007
0,39,2,0.245,5,53.4
0,32,3,0.394,4,43.987
1,49,0,0.567,6,16.757
0,46,2,0.346,4,46.938
0,49,3,0.159,5,43.091
0,60,1,0.198,5,23.339
0,29,0,0.34,5,37.661
1,28,0,0.366,5,43.941
0,27,0,0.774,5,28.822
1,25,0,0.432,4,13.6
0,27,0,0.329,4,29.296
0,55,1,0.142,6,41.617
0,46,4,0.182,3,48.91
0,48,1,0.538,5,32.002
0,43,1,0.173,3,25.923
0,41,2,0.286,5,53.489
0,59,2,0.287,6,50.129
1,57,1,0.559,6,37.314
0,50,1,0.642,5,30.617
0,47,2,0.632,4,32.535
0,30,0,0.298,3,23.607
0,37,2,0.212,4,43.925
0,53,0,0.205,4,22.228
0,36,3,0.219,3,47.556
1,27,0,0.573,5,30.775
0,49,0,0.534,5,22.894
0,46,1,0.406,5,36.509
0,33,2,0.514,3,32.418
0,54,1,0.315,5,29.567
0,50,3,0.229,6,60.117
0,62,4,0.257,6,64.915
1,26,0,0.435,5,25.572
1,48,0,0.324,6,27.597
1,32,0,0.271,5,38.047
1,27,0,0.312,6,42.322
0,60,1,0.442,4,30.242
1,26,0,0.364,3,29.853
0,54,1,0.388,4,35.742
0,64,4,0.368,5,59.564
0,52,5,0.475,5,70.717
0,53,0,0.503,5,23.675
0,61,2,0.501,6,34.055
0,43,2,0.258,6,46.369
0,32,2,0.449,4,46.527
1,27,0,0.58,4,29.444
0,56,2,0.182,5,34.333
0,43,2,0.373,5,46.585
0,51,2,0.164,5,43.076
1,63,0,0.494,7,23.306
0,28,0,0.604,5,30.236
0,45,2,0.271,5,33.778
0,53,0,0.112,6,22.254
0,54,0,0.177,5,18.299
1,54,0,0.383,8,32.402
0,46,1,0.403,4,17.397
0,37,4,0.203,5,60.36
1,29,0,0.398,5,35.215
0,32,0,0.173,4,23.03
0,48,1,0.276,4,27.28
0,31,0,0.644,4,38.926
0,27,0,0.374,3,20.459
0,36,1,0.439,4,33.144
0,64,2,0.486,5,43.23
1,36,0,0.328,6,27.314
0,58,0,0.293,5,14.668
1,37,0,0.576,5,35.285
1,41,1,0.21,5,33.41
1,42,1,0.686,6,50.135
0,61,0,0.485,5,20.445
0,64,1,0.307,7,40.842
0,43,2,0.227,5,46.004
0,37,2,0.212,5,47.608
1,53,0,0.403,8,38.895
1,39,0,0.544,7,44.365
1,26,0,0.337,5,23.093
0,25,0,0.562,4,14.529
0,63,2,0.243,6,42.999
0,61,2,0.345,5,46.843
1,62,1,0.492,8,53.564
1,28,0,0.135,3,24.308
1,61,0,0.478,8,23.561
0,58,1,0.358,6,24.391
0,30,0,0.252,3,28.51
0,34,2,0.221,3,30.058
0,48,2,0.18,6,53.069
1,27,0,0.473,6,37.178
0,25,0,0.396,4,14.555
0,27,0,0.756,4,24.909
0,57,2,0.472,7,47.326
1,30,0,0.273,4,27.895
1,57,1,0.321,8,42.372
1,45,0,0.763,8,47.608
0,43,4,0.393,5,61.366
0,27,0,0.549,4,25.285
0,57,1,0.454,5,41.939
0,52,1,0.372,5,30.018
0,44,1,0.332,4,30.699
0,26,0,0.312,3,22.916
0,47,1,0.211,7,42.652
0,35,2,0.225,5,42.216
0,57,1,0.321,6,35.297
0,61,1,0.608,5,25.371
0,34,3,0.35,5,60.93
0,33,2,0.127,3,28.494
1,40,0,0.654,6,38.163
0,60,1,0.267,5,35.896
0,60,1,0.191,5,42.03
1,61,0,0.411,7,20.01
0,45,2,0.292,5,43.087
0,58,2,0.34,5,43.417
0,52,1,0.642,5,33.186
0,44,2,0.364,6,58.602
0,40,1,0.288,5,28.499
0,36,2,0.487,4,53.496
1,63,0,0.216,6,17.713
0,28,0,0.25,3,17.245
0,44,1,0.579,5,48.979
0,52,1,0.311,3,19.629
1,25,0,0.32,4,36.623
0,56,0,0.934,5,16.843
0,32,1,0.33,3,18.15
0,25,0,0.476,4,19.675
1,34,2,0.407,8,58.726
0,55,0,0.752,4,3.264
0,34,1,0.634,4,36.528
0,57,2,0.513,6,59.943
1,29,0,0.162,5,31.956
0,39,1,0.348,5,23.458
0,41,1,0.451,6,41.555
0,33,1,0.454,4,43.776
1,27,0,0.234,6,38.069
0,39,0,0.339,4,13.595
0,43,0,0.537,6,36.442
1,37,0,0.407,5,32.654
0,60,3,0.209,8,67.46
0,37,1,0.318,5,41.376
0,60,2,0.304,6,41.707
0,32,2,0.34,4,46.576
0,40,1,0.216,4,33.449
1,30,0,0.117,5,30.338
0,27,0,0.372,4,26.768
1,64,0,0.439,7,40.935
1,38,0,0.275,6,33.396
0,39,1,0.247,5,28.808
0,57,3,0.549,5,48.558
0,64,0,0.377,6,18.802
0,58,1,0.533,6,38.433
1,51,1,0.655,7,46.732
1,61,0,0.689,7,31.77
0,57,1,0.232,4,30.355
0,47,3,0.176,6,61.355
0,60,1,0.374,4,14.882
0,47,1,0.252,4,34.083
0,25,0,0.337,3,20.821
0,44,1,0.252,5,36.342
0,64,2,0.579,6,49.888
0,54,1,0.482,6,36.788
0,64,3,0.708,7,63.864
0,55,3,0.149,7,57.943
0,25,0,0.382,4,23.993
1,44,0,0.591,6,27.888
0,33,0,0.439,3,17.324
1,56,0,0.413,7,23.487
0,33,1,0.176,3,30.202
0,54,0,0.213,6,8.081
0,55,1,0.549,5,38.898
0,32,2,0.262,3,34.18
0,46,2,0.251,5,43.09
1,45,1,0.175,7,47.592
0,40,2,0.334,5,43.832
1,62,1,0.315,8,47.831
1,58,0,0.166,9,44.598
0,64,2,0.409,8,57.26
0,31,0,0.712,4,25.414
0,53,1,0.514,7,33.191
1,25,0,0.54,4,31.747
0,25,0,0.159,2,10.574
0,46,2,0.119,5,45.802
0,29,0,0.379,4,19.957
0,55,3,0.292,6,57.521
0,35,1,0.517,4,32.032
0,29,0,0.251,4,23.355
1,29,0,0.431,4,28.14
0,57,0,0.595,7,36.936
0,54,0,0.375,6,28.477
0,49,0,0.661,7,30.136
1,38,0,0.668,6,34.25
1,54,0,0.203,6,25.659
0,35,2,0.511,5,51.083
0,48,2,0.494,6,49.194
0,29,0,0.595,4,21.405
0,49,1,0.235,5,31.499
1,26,0,0.682,4,25.791
1,41,0,0.46,6,30.902
0,27,0,0.358,4,38.367
1,56,0,0.66,6,35.058
1,57,0,0.398,8,31.148
1,58,0,0.67,8,33.152
0,50,2,0.413,5,40.203
0,41,2,0.231,4,30.726
0,64,0,0.302,6,22.002
0,25,0,0.283,4,31.442
0,47,3,0.308,5,50.816
1,27,0,0.797,5,29.952
1,41,1,0.443,7,57.071
1,38,0,0.228,5,23.229
1,64,0,0.412,8,36.39
0,43,0,0.399,5,27.19
0,28,0,0.171,5,25.825
0,32,4,0.219,3,56.757
0,31,1,0.221,3,16.962
0,32,0,0.643,4,22.542
0,51,0,0.448,4,21.239
0,56,1,0.35,6,26.223
0,49,2,0.414,5,33.585
0,55,1,0.459,6,27.75
0,35,4,0.237,3,52.908
1,52,1,0.333,7,46.585
0,39,0,0.147,3,0.457
0,50,1,0.245,5,37.034
0,47,2,0.317,5,46.388
0,50,2,0.234,5,35.31
1,49,0,0.284,6,31.081
0,36,1,0.429,4,36.325
0,39,0,0.653,5,19.478
1,59,1,0.187,7,43.024
0,46,2,0.155,5,51.467
0,58,0,0.236,7,35.48
0,34,1,0.315,5,47.566
1,38,0,0.613,5,28.994
1,26,0,0.195,5,20.176
0,25,0,0.191,5,33.774
0,34,3,0.315,3,44.481
0,32,2,0.407,3,30.878
1,43,0,0.129,4,21.084
0,32,0,0.176,5,26.412
1,28,0,0.456,4,19.451
0,51,2,0.257,6,43.906
0,31,1,0.181,3,24.319
1,41,0,0.435,8,38.919
0,49,2,0.203,7,43.559
0,41,0,0.218,3,24.091
0,42,2,0.239,4,30.734
0,32,1,0.276,4,28.983
1,57,0,0.38,6,33.584
0,41,1,0.373,4,30.969
1,61,0,0.394,7,28.557
0,29,0,0.177,4,20.984
0,56,1,0.238,4,20.574
1,41,0,0.47,6,23.291
0,43,2,0.475,5,44.859
0,32,1,0.324,4,33.426
0,37,1,0.224,5,32.643
0,32,0,0.705,3,19.903
0,55,3,0.369,6,50.489
0,28,0,0.558,4,18.4
1,58,0,0.799,7,28.37
1,50,0,0.473,6,28.387
1,54,0,0.784,9,48.298
0,59,2,0.298,6,36.108
0,43,2,0.109,5,46.818
0,60,0,0.354,6,13.39
0,32,1,0.374,4,36.473
0,29,0,0.469,3,13.192
0,44,2,0.531,4,40.441
1,31,0,0.694,6,45.305
0,56,2,0.667,5,39.314
0,33,2,0.481,3,38.72
1,26,0,0.445,3,29.184
0,25,0,0.168,4,16.328
1,39,0,0.535,7,23.817
1,38,0,0.73,6,33.299
0,39,1,0.47,4,22.807
1,33,0,0.241,5,25.635
0,58,2,0.243,6,53.407
0,45,2,0.244,4,39.657
0,29,0,0.59,3,16.646
0,47,0,0.178,4,20.181
0,57,1,0.187,7,51.548
0,56,3,0.412,6,61.16
0,31,1,0.594,2,24.001
0,42,2,0.314,5,49.158
1,56,1,0.356,7,42.515
0,64,1,0.139,6,25.98
0,48,1,0.247,5,30.047
1,26,0,0.263,5,24.057
1,47,0,0.413,6,34.296
0,53,0,0.266,7,26.775
0,61,2,0.31,5,31.533
1,53,1,0.529,8,38.088
0,45,2,0.442,4,44.024
0,62,2,0.443,6,42.956
0,31,2,0.567,4,47.508
0,28,0,0.289,4,25.062
0,47,1,0.368,7,37.968
1,41,1,0.297,7,42.509
1,40,0,0.546,7,45.386
0,61,2,0.422,5,41.17
0,34,1,0.172,4,35.278
0,37,0,0.203,5,37.624
1,60,1,0.423,7,29.544
0,42,2,0.228,5,37.728
1,39,0,0.605,6,24.667
1,30,0,0.842,4,35.48
1,59,0,0.47,8,34.744
0,35,2,0.299,5,54.149
1,30,0,0.387,5,31.317
0,50,1,0.327,5,42.467
0,50,0,0.493,5,30.085
0,39,1,0.629,5,32.721
1,58,0,0.464,7,36.643
0,42,1,0.218,5,47.306
0,44,1,0.295,4,43.916
0,49,2,0.356,7,42.444
0,37,1,0.553,4,23.426
1,63,0,0.665,8,36.327
0,43,1,0.125,4,26.262
0,27,0,0.309,4,29.856
0,59,2,0.354,5,38.156
0,35,1,0.359,4,26.958
0,45,2,0.29,6,53.146
1,44,1,0.433,5,31.543
0,36,4,0.19,5,68.032
0,40,1,0.677,6,39.778
0,44,2,0.454,6,50.75
0,31,1,0.145,5,46.819
0,43,1,0.375,4,39.05
0,28,0,0.198,4,24.934
0,49,3,0.361,6,63.069
0,61,1,0.268,5,27.353
1,63,0,0.457,7,39.272
0,52,4,0.533,5,66.935
1,37,0,0.301,6,33.279
1,43,3,0.294,6,60.39
0,25,0,0.649,4,28.503
0,60,1,0.308,6,28.469
0,33,5,0.127,3,58.459
0,42,0,0.268,5,27.808
1,55,0,0.276,6,26.754
0,27,0,0.706,4,32.797
0,47,2,0.23,5,42.754
0,34,4,0.567,4,61.147
0,25,0,0.584,4,30.178
0,25,0,0.333,3,25.671
0,62,1,0.354,8,38.935
0,46,2,0.34,4,33.274
1,57,0,0.387,8,36.969
0,39,0,0.562,4,20.27
1,42,0,0.361,5,15.095
1,54,0,0.35,5,15.069
0,47,2,0.234,6,61.533
0,51,2,0.422,4,35.267
0,47,2,0.301,4,46.077
1,29,0,0.3,7,35.882
1,50,1,0.577,7,37.919
0,64,0,0.444,6,20.524
0,60,2,0.476,7,47.194
0,51,1,0.686,5,40.614
0,25,0,0.249,2,16.635
0,51,1,0.278,6,31.281
0,63,1,0.404,6,20.593
0,60,2,0.428,5,38.774
0,55,1,0.196,4,33.247
0,52,4,0.506,5,60.824
0,42,0,0.319,5,34.439
1,33,1,0.233,6,46.337
0,55,2,0.331,7,40.321
0,31,1,0.39,5,26.625
1,42,0,0.231,6,16.385
0,60,2,0.346,7,47.97
0,41,1,0.356,5,37.446
0,60,1,0.391,7,36.386
1,35,0,0.39,5,22.527
1,27,0,0.41,5,28.545
0,34,0,0.697,5,22.984
0,57,2,0.695,5,30.529
0,31,1,0.495,4,26.632
0,46,3,0.187,4,35.385
1,50,0,0.466,5,23.12
0,32,2,0.47,4,39.553
0,54,2,0.248,6,53.396
1,47,1,0.515,6,37.507
0,31,3,0.147,3,42.335
0,32,1,0.177,3,31.868
0,45,5,0.346,5,74.147
0,42,1,0.162,5,26.599
0,32,1,0.226,4,41.443
0,39,1,0.433,5,34.851
0,44,3,0.144,3,47.896
0,30,0,0.265,4,20.837
1,36,0,0.482,5,29.572
0,25,0,0.43,3,18.322
0,48,1,0.279,6,36.751
0,46,1,0.532,5,37.632
1,28,0,0.225,5,26.148
1,41,0,0.198,5,27.245
1,43,0,0.621,6,30.17
0,48,1,0.246,4,36.272
1,49,1,0.222,9,45.556
0,33,1,0.512,4,22.487
0,31,1,0.289,4,28.381
0,43,0,0.414,4,20.57
1,55,0,0.76,7,31.375
0,31,2,0.314,4,48.571
1,40,0,0.454,6,26.341
0,38,1,0.595,3,30.867
1,49,0,0.303,6,26.67
1,45,0,0.722,6,39.297
0,39,2,0.282,5,32.226
0,59,2,0.178,5,50.784
1,56,1,0.661,7,44.348
0,35,0,0.633,5,32.817
0,46,3,0.209,4,52.285
1,25,0,0.698,5,32.641
1,54,0,0.435,7,42.494
1,26,0,0.437,6,24.994
1,58,0,0.712,6,20.726
0,47,0,0.454,6,37.619
0,36,2,0.255,3,28.888
0,35,1,0.709,4,36.981
0,63,1,0.728,7,32.486
1,64,1,0.175,8,41.772
0,32,0,0.631,4,24.192
1,55,0,0.365,7,33.286
0,43,1,0.789,5,29.684
0,61,1,0.591,7,52.254
0,62,0,0.461,6,28.423
1,25,0,0.237,4,19.591
1,63,0,0.618,7,37.413
0,40,1,0.453,5,39.473
1,42,0,0.387,5,28.089
0,55,2,0.46,4,34.127
0,56,2,0.559,5,44.522
1,28,0,0.323,5,28.878
0,25,0,0.373,4,21.229
