Retention,FirstJob,Age,IndustryExperience,FlexibleWork,ExtrinsicReward,EducationLevel,PreConception,Internship,AdvancementOpportunities,JobSatisfaction
4.55,0,28,1,47.52,61471.87,3,1,0,8,4
2.73,0,41,0,35.99,61974.78,4,0,0,4,4
3.64,0,45,0,34.1,64449.0,4,0,0,4,5
1.83,0,23,0,61.6,59505.6,1,0,0,1,3
5.46,0,29,1,53.25,71344.35,3,1,1,8,5
7.28,0,56,1,28.6,73993.92,4,1,0,9,7
6.37,0,50,0,37.0,77700.0,2,1,0,2,6
5.46,0,58,0,35.28,85942.08,1,0,0,1,7
8.18,0,44,1,47.04,95622.91,1,1,0,6,8
10.0,0,55,1,40.5,102910.5,4,1,0,9,10
5.46,0,37,1,39.06,66769.16,1,1,1,6,5
8.18,0,55,0,40.5,93555.0,2,1,0,2,8
1.83,0,32,0,41.48,55749.12,4,0,0,4,3
7.28,0,31,1,61.41,87951.4,1,1,1,6,7
8.18,0,57,1,33.11,87191.87,3,1,0,8,8
2.73,0,22,0,56.94,52612.56,1,1,1,1,2
8.18,0,58,0,36.54,89011.44,3,1,0,3,8
7.28,0,38,1,48.36,84900.82,1,1,1,6,7
5.46,0,47,0,32.33,63819.42,3,1,0,3,5
3.64,1,25,0,56.0,58800.0,3,1,1,3,3
5.46,0,53,0,30.08,66958.08,4,1,0,4,5
8.18,0,42,1,48.14,93410.86,1,1,0,6,8
7.28,0,35,1,54.6,88288.2,3,1,1,8,7
4.55,0,54,0,31.74,71986.32,4,0,0,4,6
5.46,0,55,0,29.7,68607.0,2,1,0,2,5
6.37,0,37,0,56.07,87132.78,2,1,1,2,6
8.18,0,51,1,39.2,92363.04,1,1,0,6,8
7.28,0,53,1,30.55,74804.73,4,1,0,9,7
6.37,0,44,1,36.4,73993.92,3,1,0,8,6
4.55,0,27,1,52.56,65563.34,2,1,0,7,4
5.46,0,36,0,48.64,73543.68,1,1,1,1,5
1.83,0,30,0,47.6,59976.0,3,0,0,3,3
8.18,0,39,1,53.07,95621.53,3,1,1,8,8
8.18,0,41,1,46.02,87171.08,3,1,0,8,8
7.28,0,40,1,45.0,83160.0,3,1,0,8,7
6.37,0,39,1,40.26,72540.47,2,1,1,7,6
8.18,0,47,1,42.93,93218.2,1,1,0,6,8
7.28,0,40,1,43.2,79833.6,1,1,1,6,7
7.28,0,58,0,34.86,84918.96,4,1,0,4,7
9.09,0,44,1,48.72,99038.02,2,1,0,7,9
7.28,0,52,0,39.84,87010.56,2,1,0,2,7
3.64,0,43,0,40.47,73088.82,3,0,0,3,5
7.28,0,43,1,38.76,77000.62,4,1,0,9,7
6.37,0,52,0,36.0,78624.0,1,1,0,1,6
7.28,0,46,1,39.42,83775.38,2,1,0,7,7
7.28,0,34,1,51.48,80864.78,4,1,1,9,7
7.28,1,33,0,65.0,90090.0,3,1,1,3,7
2.73,1,22,0,51.0,47124.0,2,1,1,2,2
5.46,0,32,1,43.52,64339.97,4,1,0,9,5
6.37,0,52,1,28.8,69189.12,2,1,0,7,6
1.83,0,22,0,46.8,43243.2,2,1,1,2,1
6.37,0,44,1,35.84,72855.55,3,1,0,8,6
3.64,1,24,0,59.0,59472.0,3,1,1,3,3
5.46,0,30,1,49.7,68884.2,2,1,1,7,5
3.64,0,47,0,35.51,70096.74,2,0,0,2,5
0.92,0,23,0,54.67,52811.22,1,0,0,1,2
4.55,0,38,0,49.6,79161.6,1,0,0,1,6
7.28,0,48,1,37.44,83026.94,3,1,0,8,7
3.64,1,31,0,58.0,75516.0,3,0,0,3,5
5.46,0,30,1,53.2,73735.2,1,1,0,6,5
5.46,0,28,1,56.88,73579.97,3,1,0,8,5
6.37,0,34,1,45.54,71534.23,4,1,1,9,6
7.28,0,52,1,32.16,77261.18,1,1,0,6,7
6.37,0,58,1,26.88,72027.65,1,1,0,6,6
5.46,0,28,1,53.28,68923.01,3,1,0,8,5
2.73,0,25,0,65.25,68512.5,3,0,0,3,4
8.18,0,42,1,48.14,93410.86,1,1,0,6,8
5.46,1,30,0,59.0,74340.0,3,1,1,3,5
4.55,0,27,1,47.45,59189.13,4,1,1,9,4
8.18,0,39,1,51.85,93423.33,2,1,1,7,8
1.83,0,25,0,54.75,57487.5,4,0,0,4,3
7.28,0,50,0,42.0,88200.0,1,1,0,1,7
4.55,0,30,1,44.1,61122.6,4,1,1,9,4
8.18,0,38,1,50.84,89254.7,2,1,0,7,8
5.46,0,43,0,46.17,83383.02,4,0,0,4,7
2.73,0,46,0,32.4,62596.8,2,0,0,2,4
10.0,0,52,1,41.76,100324.22,4,1,0,9,10
6.37,0,43,1,34.77,69074.08,4,1,0,9,6
6.37,0,37,0,53.55,83216.7,1,1,1,1,6
6.37,0,50,1,31.5,72765.0,1,1,0,6,6
7.28,0,48,0,44.72,90155.52,3,1,0,3,7
8.18,0,57,0,38.7,92647.8,1,1,0,1,8
8.18,0,51,1,37.73,88899.43,4,1,0,9,8
6.37,0,45,1,34.65,72037.35,2,1,0,7,6
8.18,0,44,1,43.12,87654.34,1,1,0,6,8
7.28,0,32,1,58.48,86456.83,4,1,0,9,7
2.73,0,34,0,43.56,62203.68,2,0,0,2,4
6.37,0,28,1,64.08,82893.89,1,1,0,6,6
9.09,0,50,1,40.5,93555.0,2,1,0,7,9
0.92,1,22,0,63.0,58212.0,2,0,0,2,2
5.46,1,33,0,66.0,91476.0,3,0,0,3,7
8.18,0,46,1,42.66,90661.03,2,1,0,7,8
7.28,0,43,1,42.18,83794.79,2,1,0,7,7
9.09,0,54,1,39.56,98694.29,3,1,0,8,9
5.46,0,57,0,28.38,67941.72,3,1,0,3,5
5.46,0,30,0,58.8,74088.0,4,1,1,4,5
9.09,0,48,1,45.76,101477.38,1,1,0,6,9
1.83,0,23,0,46.97,45373.02,2,1,1,2,1
5.46,0,32,1,43.52,64339.97,3,1,1,8,5
7.28,0,56,0,37.84,88999.68,2,1,0,2,7
7.28,0,57,1,28.81,75868.25,3,1,0,8,7
3.64,1,25,0,58.0,60900.0,3,1,1,3,3
1.83,1,25,0,51.0,53550.0,4,0,0,4,3
3.64,0,45,0,37.95,71725.5,1,0,0,1,5
4.55,0,33,0,48.91,67789.26,3,1,1,3,4
6.37,0,38,0,50.84,81140.64,1,1,1,1,6
4.55,0,42,0,43.5,76734.0,3,0,0,3,6
4.55,0,42,0,44.08,77757.12,2,0,0,2,6
6.37,0,56,1,27.28,70578.82,2,1,0,7,6
7.28,0,43,1,39.33,78132.98,4,1,0,9,7
0.92,1,22,0,59.0,54516.0,2,0,0,2,2
9.09,0,42,1,51.62,100163.45,1,1,0,6,9
6.37,0,56,1,26.4,68302.08,3,1,0,8,6
8.18,0,54,1,34.5,86070.6,2,1,0,7,8
2.73,0,27,0,58.4,66225.6,2,0,0,2,4
7.28,0,49,0,39.27,80817.66,4,1,0,4,7
2.73,1,26,0,67.0,73164.0,1,0,0,1,4
6.37,0,33,1,52.26,79675.6,3,1,0,8,6
8.18,0,50,1,36.5,84315.0,4,1,0,9,8
7.28,0,56,0,36.96,86929.92,1,1,0,1,7
4.55,0,26,1,51.06,61333.27,3,1,0,8,4
7.28,0,40,1,43.2,79833.6,1,1,1,6,7
7.28,0,56,0,36.52,85895.04,3,1,0,3,7
7.28,0,31,1,62.1,88939.62,2,1,1,7,7
2.73,0,22,0,53.82,49729.68,3,1,1,3,2
3.64,0,54,0,29.9,67813.2,3,0,0,3,5
4.55,0,33,0,46.23,64074.78,3,1,1,3,4
7.28,0,53,1,33.37,81709.78,2,1,0,7,7
4.55,1,26,0,59.0,64428.0,3,1,1,3,4
7.28,0,31,1,62.1,88939.62,1,1,1,6,7
8.18,0,36,1,55.04,91542.53,3,1,1,8,8
8.18,0,51,1,34.79,81972.2,4,1,0,9,8
6.37,0,33,0,58.96,81718.56,3,1,1,3,6
2.73,0,26,0,63.64,69494.88,4,0,0,4,4
5.46,0,35,0,52.0,76440.0,3,1,1,3,5
5.46,0,40,0,43.2,72576.0,1,1,1,1,5
3.64,0,32,0,44.2,59404.8,2,1,1,2,3
6.37,0,52,1,29.28,70342.27,4,1,0,9,6
5.46,0,38,1,37.82,66396.79,3,1,0,8,5
7.28,0,51,0,39.2,83966.4,3,1,0,3,7
5.46,0,38,0,44.02,70255.92,1,1,1,1,5
4.55,0,46,0,38.34,74072.88,3,0,0,3,6
4.55,0,52,0,35.52,77575.68,1,0,0,1,6
2.73,0,39,0,39.65,64946.7,1,0,0,1,4
9.09,0,48,1,43.16,95711.62,4,1,0,9,9
5.46,0,32,1,45.56,67355.9,2,1,0,7,5
3.64,0,54,0,28.06,63640.08,2,0,0,2,5
6.37,0,47,0,47.7,94159.8,4,0,0,4,8
7.28,0,52,1,31.2,74954.88,4,1,0,9,7
7.28,0,33,1,55.61,84783.01,4,1,0,9,7
2.73,1,26,0,49.0,53508.0,2,1,1,2,2
9.09,0,54,1,39.56,98694.29,1,1,0,6,9
0.92,0,24,0,57.0,57456.0,1,0,0,1,2
7.28,0,49,1,36.21,81972.2,4,1,0,9,7
7.28,0,52,1,34.08,81873.79,1,1,0,6,7
9.09,0,38,1,55.18,96874.01,3,1,0,8,9
7.28,0,56,1,29.92,77409.02,1,1,0,6,7
5.46,0,29,0,58.22,70911.96,4,1,1,4,5
5.46,0,31,1,46.92,67198.82,4,1,1,9,5
7.28,0,39,1,44.53,80234.15,4,1,0,9,7
7.28,0,57,1,29.24,77000.62,3,1,0,8,7
5.46,0,47,0,43.99,86836.26,2,0,0,2,7
9.09,0,54,1,39.1,97546.68,1,1,0,6,9
0.92,0,22,0,58.5,54054.0,4,0,0,4,2
6.37,0,38,0,48.98,78172.08,4,1,1,4,6
8.18,0,47,1,43.46,94369.04,1,1,0,6,8
5.46,0,33,1,40.2,61288.92,3,1,1,8,5
7.28,0,54,0,37.26,84505.68,2,1,0,2,7
5.46,1,32,0,56.0,75264.0,4,1,1,4,5
8.18,0,55,0,40.05,92515.5,3,1,0,3,8
7.28,0,57,1,30.53,80397.7,3,1,0,8,7
6.37,0,34,1,51.48,80864.78,2,1,1,7,6
3.64,1,28,0,48.0,56448.0,3,1,1,3,3
9.09,0,58,1,34.44,92285.42,4,1,0,9,9
7.28,0,37,1,51.03,87230.68,1,1,1,6,7
6.37,0,38,0,50.22,80151.12,3,1,1,3,6
3.64,0,44,0,37.52,69336.96,4,0,0,4,5
6.37,0,43,0,42.75,77206.5,2,1,0,2,6
6.37,0,39,0,50.63,82931.94,2,1,0,2,6
4.55,0,35,0,55.9,82173.0,2,0,0,2,6
4.55,0,29,0,59.64,72641.52,1,1,1,1,4
8.18,0,45,1,41.25,85758.75,3,1,0,8,8
7.28,0,54,1,33.12,82627.78,2,1,0,7,7
10.0,0,49,1,45.9,103908.42,3,1,0,8,10
7.28,0,33,1,54.94,83761.52,3,1,0,8,7
1.83,1,22,0,63.0,58212.0,3,0,0,3,3
5.46,0,38,0,42.16,67287.36,3,1,1,3,5
7.28,0,53,1,31.02,75955.57,3,1,0,8,7
8.18,0,47,1,39.22,85162.31,2,1,0,7,8
5.46,0,36,0,49.28,74511.36,4,1,1,4,5
5.46,0,31,1,44.85,64234.17,2,1,0,7,5
9.09,0,55,1,38.25,97193.25,3,1,0,8,9
3.64,0,58,0,26.46,64456.56,1,0,0,1,5
7.28,0,38,1,45.88,80546.93,3,1,0,8,7
7.28,0,57,1,30.53,80397.7,1,1,0,6,7
4.55,0,34,0,46.2,65973.6,4,1,1,4,4
7.28,0,50,0,39.5,82950.0,2,1,0,2,7
8.18,0,43,1,45.6,90588.96,4,1,0,9,8
1.83,1,26,0,52.0,56784.0,3,0,0,3,3
9.09,0,47,1,46.64,101274.1,3,1,0,8,9
7.28,0,55,1,32.85,83471.85,1,1,0,6,7
5.46,0,37,1,41.58,71076.85,1,1,0,6,5
5.46,0,52,0,40.32,88058.88,1,0,0,1,7
4.55,1,31,0,52.0,67704.0,3,1,1,3,4
1.83,0,30,0,42.7,53802.0,3,0,0,3,3
8.18,0,51,1,37.73,88899.43,2,1,0,7,8
8.18,0,51,1,37.24,87744.89,3,1,0,8,8
4.55,0,52,0,35.52,77575.68,4,0,0,4,6
4.55,0,41,0,44.84,77214.48,2,0,0,2,6
6.37,0,52,0,43.2,94348.8,3,0,0,3,8
8.18,0,49,1,40.29,91208.5,1,1,0,6,8
6.37,0,34,1,47.52,74644.42,4,1,1,9,6
6.37,0,36,1,46.72,77704.7,3,1,0,8,6
7.28,0,56,1,32.12,83100.86,1,1,0,6,7
5.46,0,40,0,40.8,68544.0,4,1,1,4,5
0.92,0,23,0,59.29,57274.14,1,0,0,1,2
4.55,0,30,1,46.9,65003.4,1,1,0,6,4
7.28,0,43,1,39.33,78132.98,4,1,0,9,7
3.64,0,51,0,30.38,65073.96,2,0,0,2,5
5.46,0,47,0,34.45,68004.3,3,1,0,3,5
0.92,0,22,0,56.16,51891.84,4,0,0,4,2
2.73,1,24,0,68.0,68544.0,2,0,0,2,4
6.37,0,41,1,38.35,72642.57,1,1,0,6,6
4.55,0,57,0,32.25,77206.5,2,0,0,2,6
0.92,0,25,0,50.25,52762.5,3,0,0,3,2
4.55,0,39,0,36.6,59950.8,4,1,1,4,4
5.46,0,31,1,46.23,66210.61,1,1,0,6,5
3.64,0,43,0,40.47,73088.82,1,0,0,1,5
8.18,0,36,1,54.4,90478.08,2,1,1,7,8
8.18,0,46,1,44.82,95251.46,1,1,0,6,8
8.18,0,50,1,38.5,88935.0,2,1,0,7,8
7.28,0,56,1,30.8,79685.76,3,1,0,8,7
6.37,0,57,0,32.68,78235.92,3,1,0,3,6
8.18,0,56,1,32.56,84239.23,4,1,0,9,8
2.73,0,23,0,53.9,52067.4,4,1,1,4,2
4.55,0,53,0,32.9,73235.4,3,0,0,3,6
7.28,0,55,0,38.7,89397.0,2,1,0,2,7
4.55,0,34,0,41.58,59376.24,4,1,1,4,4
6.37,0,55,1,27.45,69750.45,1,1,0,6,6
6.37,0,35,1,48.1,77777.7,1,1,0,6,6
9.09,0,48,1,44.2,98017.92,3,1,0,8,9
6.37,0,26,1,66.6,79999.92,1,1,0,6,6
5.46,0,36,1,42.24,70253.57,2,1,0,7,5
7.28,0,33,1,56.28,85804.49,3,1,0,8,7
5.46,0,49,0,43.35,89214.3,4,0,0,4,7
7.28,0,32,1,59.84,88467.46,3,1,1,8,7
9.09,0,48,1,44.72,99171.07,2,1,0,7,9
6.37,0,35,1,46.15,74624.55,4,1,1,9,6
1.83,1,22,0,64.0,59136.0,2,0,0,2,3
3.64,0,41,0,39.53,68070.66,3,0,0,3,5
3.64,0,39,0,45.14,73939.32,2,0,0,2,5
4.55,0,37,0,39.06,60699.24,2,1,1,2,4
6.37,0,42,1,37.7,73153.08,1,1,0,6,6
2.73,0,41,0,36.58,62990.76,3,0,0,3,4
10.0,0,49,1,45.39,102753.88,2,1,0,7,10
2.73,0,22,0,53.82,49729.68,3,1,1,3,2
5.46,0,31,1,44.16,63245.95,4,1,0,9,5
4.55,0,58,0,30.66,74687.76,4,0,0,4,6
4.55,0,43,0,44.46,80294.76,4,0,0,4,6
9.09,0,47,1,44.52,96670.73,2,1,0,7,9
7.28,0,34,1,52.8,82938.24,2,1,1,7,7
7.28,0,39,1,49.41,89026.94,1,1,1,6,7
7.28,0,48,1,36.92,81873.79,3,1,0,8,7
2.73,0,23,0,54.67,52811.22,4,1,1,4,2
5.46,0,50,0,33.0,69300.0,2,1,0,2,5
2.73,0,27,0,65.7,74503.8,2,0,0,2,4
5.46,0,40,0,41.4,69552.0,1,1,1,1,5
7.28,0,56,0,33.88,79685.76,3,1,0,3,7
4.55,0,31,0,46.92,61089.84,3,1,1,3,4
4.55,0,39,0,37.82,61949.16,3,1,1,3,4
3.64,0,45,0,37.95,71725.5,4,0,0,4,5
4.55,0,46,0,40.5,78246.0,1,0,0,1,6
8.18,0,54,1,35.42,88365.82,1,1,0,6,8
7.28,0,55,1,31.5,80041.5,2,1,0,7,7
8.18,0,44,1,44.8,91069.44,3,1,0,8,8
9.09,0,38,1,55.8,97962.48,3,1,0,8,9
8.18,0,43,1,46.17,91721.32,4,1,0,9,8
7.28,0,36,1,49.92,83026.94,3,1,0,8,7
8.18,0,43,1,43.89,87191.87,2,1,0,7,8
4.55,0,34,0,48.18,68801.04,2,1,1,2,4
2.73,0,58,0,26.04,63433.44,1,0,0,1,4
5.46,1,31,0,58.0,75516.0,3,1,1,3,5
1.83,0,34,0,39.6,56548.8,3,0,0,3,3
3.64,0,36,0,45.44,68705.28,4,0,0,4,5
7.28,0,52,1,31.2,74954.88,4,1,0,9,7
2.73,0,32,0,49.64,66716.16,1,0,0,1,4
7.28,0,48,0,43.68,88058.88,2,1,0,2,7
9.09,0,50,1,41.0,94710.0,4,1,0,9,9
9.09,0,49,1,42.84,96981.19,4,1,0,9,9
6.37,0,47,0,39.22,77420.28,1,1,0,1,6
7.28,0,37,1,48.51,82922.99,1,1,0,6,7
10.0,0,50,1,44.0,101640.0,3,1,0,8,10
8.18,0,49,1,40.29,91208.5,2,1,0,7,8
3.64,0,50,0,32.5,68250.0,2,0,0,2,5
5.46,0,42,1,34.8,67525.92,2,1,0,7,5
5.46,0,27,1,59.86,74669.36,2,1,1,7,5
3.64,1,29,0,65.0,79170.0,4,0,0,4,5
6.37,0,54,0,35.42,80332.56,2,1,0,2,6
5.46,0,58,0,36.54,89011.44,1,0,0,1,7
6.37,0,41,1,40.71,77112.88,1,1,0,6,6
5.46,0,34,0,48.84,69743.52,4,1,1,4,5
2.73,0,22,0,51.48,47567.52,4,1,1,4,2
5.46,0,50,0,33.5,70350.0,3,1,0,3,5
3.64,0,57,0,27.95,66912.3,3,0,0,3,5
2.73,1,24,0,47.0,47376.0,4,1,1,4,2
7.28,0,32,1,61.2,90478.08,3,1,0,8,7
4.55,0,27,1,51.83,64652.74,1,1,1,6,4
4.55,0,57,0,32.25,77206.5,3,0,0,3,6
4.55,0,48,0,41.08,82817.28,1,0,0,1,6
6.37,0,40,1,40.8,75398.4,3,1,1,8,6
8.18,0,58,1,31.92,85532.83,4,1,0,9,8
3.64,0,33,0,40.2,55717.2,4,1,1,4,3
3.64,1,29,0,46.0,56028.0,2,1,1,2,3
7.28,0,34,1,56.1,88121.88,3,1,1,8,7
7.28,0,42,0,46.98,82872.72,4,1,0,4,7
0.92,0,23,0,53.9,52067.4,4,0,0,4,2
0.92,1,24,0,49.0,49392.0,3,0,0,3,2
5.46,0,48,0,40.56,81768.96,3,0,0,3,7
2.73,1,23,0,70.0,67620.0,3,0,0,3,4
5.46,0,31,1,48.3,69175.26,2,1,0,7,5
7.28,0,46,0,46.98,90765.36,3,1,0,3,7
3.64,0,42,0,42.34,74687.76,2,0,0,2,5
4.55,0,41,0,38.35,66038.7,1,1,0,1,4
6.37,0,27,1,62.05,77401.17,2,1,0,7,6
9.09,0,52,1,40.32,96864.77,1,1,0,6,9
7.28,0,55,0,37.35,86278.5,4,1,0,4,7
3.64,0,55,0,31.05,71725.5,1,0,0,1,5
0.92,1,24,0,45.0,45360.0,3,0,0,3,2
5.46,0,35,1,42.9,69369.3,3,1,0,8,5
4.55,0,29,1,46.15,61831.77,1,1,0,6,4
4.55,0,57,0,33.11,79265.34,3,0,0,3,6
3.64,0,40,0,41.4,69552.0,3,0,0,3,5
1.83,0,25,0,56.25,59062.5,1,0,0,1,3
1.83,1,25,0,57.0,59850.0,4,0,0,4,3
8.18,0,41,1,50.74,96111.71,1,1,0,6,8
6.37,0,51,0,42.14,90263.88,4,0,0,4,8
7.28,0,41,1,44.25,83818.35,2,1,0,7,7
6.37,0,38,1,40.3,70750.68,3,1,1,8,6
8.18,0,42,1,43.5,84407.4,4,1,0,9,8
9.09,0,52,1,41.76,100324.22,3,1,0,8,9
3.64,0,30,0,49.0,61740.0,1,1,1,1,3
7.28,0,56,1,31.68,81962.5,2,1,0,7,7
6.37,0,57,0,30.96,74118.24,2,1,0,2,6
8.18,0,49,1,39.78,90053.96,2,1,0,7,8
5.46,0,26,1,57.72,69333.26,3,1,0,8,5
8.18,0,50,0,45.0,94500.0,1,1,0,1,8
7.28,0,46,1,40.5,86070.6,1,1,0,6,7
2.73,0,30,0,51.8,65268.0,4,0,0,4,4
5.46,0,50,0,40.5,85050.0,3,0,0,3,7
8.18,0,41,1,48.38,91641.4,3,1,0,8,8
3.64,0,22,0,67.86,62702.64,3,1,1,3,3
0.92,1,25,0,48.0,50400.0,1,0,0,1,2
9.09,0,47,1,43.46,94369.04,4,1,0,9,9
4.55,0,35,0,42.9,63063.0,3,1,1,3,4
4.55,0,31,1,44.16,63245.95,1,1,0,6,4
7.28,0,53,1,30.08,73653.89,4,1,0,9,7
4.55,0,49,0,38.76,79768.08,4,0,0,4,6
5.46,0,36,0,49.92,75479.04,2,1,1,2,5
6.37,0,39,1,37.21,67044.98,4,1,1,9,6
4.55,0,29,1,45.44,60880.51,3,1,0,8,4
2.73,1,27,0,65.0,73710.0,1,0,0,1,4
8.18,0,56,1,34.76,89931.07,3,1,0,8,8
2.73,1,22,0,61.0,56364.0,3,1,1,3,2
5.46,0,40,1,36.6,67636.8,3,1,0,8,5
6.37,0,58,1,25.62,68651.35,2,1,0,7,6
4.55,0,40,0,37.2,62496.0,1,1,1,1,4
8.18,0,39,1,48.19,86828.74,3,1,0,8,8
2.73,1,29,0,56.0,68208.0,3,0,0,3,4
8.18,0,37,1,53.55,91538.37,1,1,0,6,8
3.64,1,27,0,69.0,78246.0,3,0,0,3,5
5.46,0,50,0,39.0,81900.0,3,0,0,3,7
3.64,0,38,0,45.88,73224.48,3,0,0,3,5
5.46,0,56,0,35.64,83825.28,4,0,0,4,7
6.37,0,55,1,27.0,68607.0,4,1,0,9,6
7.28,0,42,0,51.62,91057.68,3,1,0,3,7
7.28,0,49,1,35.7,80817.66,1,1,0,6,7
9.09,0,47,1,44.52,96670.73,2,1,0,7,9
5.46,0,34,1,46.2,72570.96,1,1,0,6,5
2.73,0,22,0,59.28,54774.72,4,1,1,4,2
5.46,0,40,1,36.6,67636.8,1,1,0,6,5
4.55,0,35,0,56.55,83128.5,4,0,0,4,6
5.46,0,58,0,34.44,83895.84,3,0,0,3,7
5.46,0,26,1,62.16,74666.59,3,1,1,8,5
4.55,0,26,1,53.28,63999.94,1,1,0,6,4
5.46,0,38,0,46.5,74214.0,2,1,1,2,5
5.46,0,33,1,42.88,65374.85,4,1,0,9,5
4.55,0,28,1,45.36,58677.7,1,1,1,6,4
8.18,0,38,1,54.56,95785.54,1,1,0,6,8
6.37,0,46,1,34.56,73446.91,4,1,0,9,6
8.18,0,54,1,34.5,86070.6,1,1,0,6,8
1.83,1,22,0,48.0,44352.0,3,1,1,3,1
5.46,0,41,1,35.99,68172.26,1,1,0,6,5
5.46,0,43,0,47.88,86471.28,2,0,0,2,7
2.73,0,24,0,52.44,52859.52,1,1,1,1,2
6.37,0,44,1,34.72,70578.82,4,1,0,9,6
3.64,0,30,0,58.1,73206.0,2,0,0,2,5
5.46,0,26,1,56.98,68444.38,4,1,1,9,5
0.01,1,23,0,46.0,44436.0,1,0,0,1,1
7.28,0,35,1,53.95,87237.15,1,1,0,6,7
5.46,0,31,1,51.75,74116.35,1,1,0,6,5
3.64,0,30,0,61.6,77616.0,1,0,0,1,5
2.73,0,32,0,51.0,68544.0,2,0,0,2,4
7.28,0,34,1,56.1,88121.88,4,1,1,9,7
7.28,0,58,0,36.12,87988.32,2,1,0,2,7
5.46,0,33,1,42.21,64353.37,4,1,0,9,5
3.64,0,45,0,36.85,69646.5,1,0,0,1,5
5.46,0,46,0,47.52,91808.64,1,0,0,1,7
6.37,0,27,1,59.86,74669.36,4,1,1,9,6
5.46,0,35,0,47.45,69751.5,2,1,1,2,5
1.83,1,24,0,64.0,64512.0,3,0,0,3,3
0.01,0,22,0,49.14,45405.36,1,0,0,1,1
5.46,0,56,0,36.96,86929.92,2,0,0,2,7
2.73,0,34,0,49.5,70686.0,1,0,0,1,4
7.28,0,45,1,36.3,75467.7,3,1,0,8,7
5.46,0,51,0,40.67,87115.14,2,0,0,2,7
2.73,0,23,0,47.74,46116.84,4,1,1,4,2
6.37,0,42,1,38.28,74278.51,3,1,0,8,6
4.55,0,29,1,44.73,59929.25,4,1,0,9,4
6.37,0,46,0,40.5,78246.0,1,1,0,1,6
4.55,0,31,0,49.68,64683.36,4,1,1,4,4
6.37,0,44,1,36.96,75132.29,1,1,0,6,6
2.73,0,25,0,47.25,49612.5,4,1,1,4,2
4.55,0,43,0,45.03,81324.18,2,0,0,2,6
6.37,0,57,0,31.39,75147.66,4,1,0,4,6
6.37,0,35,1,44.2,71471.4,4,1,1,9,6
5.46,0,37,0,49.14,76363.56,2,1,1,2,5
1.83,0,22,0,47.58,43963.92,1,1,1,1,1
9.09,0,47,1,45.05,97821.57,1,1,0,6,9
5.46,0,37,0,56.7,88111.8,3,0,0,3,7
3.64,1,27,0,50.0,56700.0,1,1,1,1,3
5.46,0,51,0,31.85,68222.7,3,1,0,3,5
1.83,1,22,0,67.0,61908.0,1,0,0,1,3
6.37,0,39,0,50.63,82931.94,3,1,0,3,6
5.46,0,29,1,52.54,70393.09,3,1,1,8,5
5.46,0,57,0,27.52,65882.88,2,1,0,2,5
4.55,0,52,0,33.6,73382.4,3,0,0,3,6
6.37,0,49,1,31.11,70426.82,3,1,0,8,6
5.46,0,54,0,37.72,85548.96,3,0,0,3,7
5.46,0,45,0,48.4,91476.0,1,0,0,1,7
5.46,0,33,1,42.21,64353.37,1,1,0,6,5
4.55,0,53,0,35.72,79512.72,1,0,0,1,6
4.55,0,56,0,31.24,73476.48,1,0,0,1,6
1.83,1,26,0,58.0,63336.0,3,0,0,3,3
8.18,0,55,1,33.3,84615.3,2,1,0,7,8
5.46,0,41,0,39.53,68070.66,3,1,0,3,5
1.83,1,25,0,54.0,56700.0,2,0,0,2,3
5.46,0,32,1,44.2,65345.28,2,1,0,7,5
4.55,0,29,0,52.54,63993.72,2,1,1,2,4
2.73,1,24,0,49.0,49392.0,2,1,1,2,2
6.37,1,29,0,69.0,84042.0,4,1,1,4,6
5.46,1,31,0,60.0,78120.0,4,1,1,4,5
7.28,0,58,1,29.4,78780.24,4,1,0,9,7
4.55,0,30,0,50.4,63504.0,2,1,1,2,4
5.46,0,27,1,57.67,71937.56,2,1,0,7,5
5.46,0,39,0,46.97,76936.86,1,1,0,1,5
5.46,0,47,0,37.1,73235.4,1,1,0,1,5
6.37,0,45,1,35.2,73180.8,4,1,0,9,6
6.37,0,45,0,39.05,73804.5,4,1,0,4,6
5.46,1,27,0,70.0,79380.0,2,1,1,2,5
6.37,0,49,1,32.64,73890.43,1,1,0,6,6
9.09,0,41,1,51.33,97229.29,3,1,0,8,9
4.55,0,46,0,39.42,76159.44,3,0,0,3,6
9.09,0,57,1,35.26,92853.68,2,1,0,7,9
8.18,0,46,1,41.58,88365.82,3,1,0,8,8
7.28,0,41,1,45.43,86053.51,2,1,0,7,7
0.92,1,22,0,54.0,49896.0,4,0,0,4,2
7.28,0,40,1,45.0,83160.0,2,1,0,7,7
8.18,0,39,1,48.19,86828.74,4,1,0,9,8
6.37,0,38,1,44.02,77281.51,1,1,0,6,6
3.64,1,32,0,59.0,79296.0,2,0,0,2,5
3.64,1,25,0,58.0,60900.0,3,1,1,3,3
4.55,0,40,0,50.4,84672.0,2,0,0,2,6
7.28,0,42,1,39.44,76529.38,3,1,0,8,7
5.46,0,44,0,35.84,66232.32,3,1,0,3,5
9.09,0,48,1,46.28,102630.53,1,1,0,6,9
5.46,0,54,0,39.1,88678.8,1,0,0,1,7
1.83,0,26,0,55.5,60606.0,3,0,0,3,3
6.37,0,50,1,32.5,75075.0,1,1,0,6,6
2.73,0,29,0,58.22,70911.96,2,0,0,2,4
4.55,0,27,1,45.26,56457.32,4,1,0,9,4
